"source","target"
"Pileated Woodpecker","European Starling"
"European Starling","Hairy Woodpecker"
"House Sparrow","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Mourning Dove","American Goldfinch"
"Red-bellied Woodpecker","Northern Cardinal"
"Blue Jay","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Downy Woodpecker","House Sparrow"
"Blue Jay","White-breasted Nuthatch"
"Pine Siskin","American Goldfinch"
"Pine Siskin","House Finch"
"House Sparrow","Dark-eyed Junco"
"Downy Woodpecker","Black-capped Chickadee"
"Blue Jay","Black-capped Chickadee"
"Blue Jay","Dark-eyed Junco"
"Blue Jay","American Goldfinch"
"Northern Flicker","Hairy Woodpecker"
"Blue Jay","Dark-eyed Junco"
"Dark-eyed Junco","American Goldfinch"
"Mourning Dove","Dark-eyed Junco"
"Red-bellied Woodpecker","American Goldfinch"
"Red-bellied Woodpecker","European Starling"
"Mourning Dove","Chipping Sparrow"
"European Starling","Downy Woodpecker"
"White-breasted Nuthatch","Tufted Titmouse"
"Dark-eyed Junco","White-breasted Nuthatch"
"Pine Siskin","Dark-eyed Junco"
"Northern Cardinal","House Sparrow"
"Northern Mockingbird","Northern Cardinal"
"European Starling","Downy Woodpecker"
"White-crowned Sparrow","House Finch"
"Red-bellied Woodpecker","House Finch"
"Downy Woodpecker","Ruby-crowned Kinglet"
"Downy Woodpecker","Orange-crowned Warbler"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Northern Flicker","Hairy Woodpecker"
"Steller's Jay","Dark-eyed Junco"
"House Finch","Lesser Goldfinch"
"House Finch","Dark-eyed Junco"
"Dark-eyed Junco","Lesser Goldfinch"
"Tufted Titmouse","American Goldfinch"
"Yellow-rumped Warbler","Dark-eyed Junco"
"Pine Warbler","American Goldfinch"
"European Starling","Downy Woodpecker"
"House Sparrow","Red-breasted Nuthatch"
"European Starling","House Sparrow"
"Dark-eyed Junco","Black-capped Chickadee"
"California Scrub-Jay","American Robin"
"Dark-eyed Junco","Townsend's Warbler"
"Mourning Dove","Lesser Goldfinch"
"House Finch","Lesser Goldfinch"
"Band-tailed Pigeon","Mourning Dove"
"Band-tailed Pigeon","Mourning Dove"
"Northern Mockingbird","White-throated Sparrow"
"Song Sparrow","Field Sparrow"
"Northern Cardinal","White-throated Sparrow"
"Blue Jay","Northern Cardinal"
"House Finch","American Goldfinch"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Finch","White-breasted Nuthatch"
"Mourning Dove","Northern Cardinal"
"Northern Cardinal","Black-capped Chickadee"
"European Starling","Mourning Dove"
"Downy Woodpecker","White-breasted Nuthatch"
"European Starling","Downy Woodpecker"
"Tufted Titmouse","House Finch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","House Sparrow"
"European Starling","House Sparrow"
"House Sparrow","Downy Woodpecker"
"Red-bellied Woodpecker","Field Sparrow"
"European Starling","Red-bellied Woodpecker"
"Red-bellied Woodpecker","European Starling"
"Downy Woodpecker","House Sparrow"
"Northern Cardinal","House Sparrow"
"House Sparrow","Northern Cardinal"
"Northern Mockingbird","House Sparrow"
"Blue Jay","Northern Cardinal"
"Northern Mockingbird","Tufted Titmouse"
"Northern Mockingbird","Carolina Chickadee"
"Northern Mockingbird","Northern Cardinal"
"Pileated Woodpecker","Hairy Woodpecker"
"Pileated Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Dark-eyed Junco"
"Hairy Woodpecker","Black-capped Chickadee"
"Hairy Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Mountain Chickadee"
"Northern Flicker","Black-capped Chickadee"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"California Quail","Dark-eyed Junco"
"Spotted Towhee","Dark-eyed Junco"
"Song Sparrow","House Finch"
"House Finch","Dark-eyed Junco"
"Northern Mockingbird","European Starling"
"Northern Mockingbird","Carolina Wren"
"Yellow-bellied Sapsucker","Baltimore Oriole"
"Baltimore Oriole","Eastern Bluebird"
"Red-bellied Woodpecker","Blue Jay"
"House Finch","White-breasted Nuthatch"
"Blue Jay","House Finch"
"House Finch","American Goldfinch"
"Blue Jay","Snow Bunting"
"White-breasted Nuthatch","Black-capped Chickadee"
"Yellow-rumped Warbler","Orange-crowned Warbler"
"Northern Cardinal","Black-capped Chickadee"
"Lesser Goldfinch","American Goldfinch"
"Dark-eyed Junco","Bewick's Wren"
"Yellow-rumped Warbler","Chipping Sparrow"
"White-throated Sparrow","White-crowned Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","Black-capped Chickadee"
"Spotted Towhee","Song Sparrow"
"Pileated Woodpecker","Steller's Jay"
"Dark-eyed Junco","American Goldfinch"
"European Starling","Black-capped Chickadee"
"Northern Flicker","Varied Thrush"
"White-breasted Nuthatch","House Sparrow"
"Downy Woodpecker","White-breasted Nuthatch"
"Northern Cardinal","House Finch"
"White-breasted Nuthatch","American Goldfinch"
"White-breasted Nuthatch","American Goldfinch"
"House Sparrow","Black-capped Chickadee"
"House Finch","Northern Cardinal"
"Tufted Titmouse","Black-capped Chickadee"
"Black-capped Chickadee","White-breasted Nuthatch"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Sparrow","House Finch"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Hairy Woodpecker","Northern Flicker"
"House Finch","American Goldfinch"
"Blue Jay","Dark-eyed Junco"
"Downy Woodpecker","White-breasted Nuthatch"
"Nuttall's Woodpecker","Downy Woodpecker"
"Blue Jay","Chipping Sparrow"
"Fox Sparrow","House Finch"
"California Scrub-Jay","House Finch"
"Blue Jay","House Finch"
"Song Sparrow","Dark-eyed Junco"
"Black-capped Chickadee","Dark-eyed Junco"
"Spotted Towhee","Dark-eyed Junco"
"Golden-crowned Sparrow","Song Sparrow"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Bushtit","Dark-eyed Junco"
"Bushtit","Dark-eyed Junco"
"Blue Jay","Northern Cardinal"
"Dark-eyed Junco","Northern Cardinal"
"Northern Cardinal","White-throated Sparrow"
"Northern Cardinal","White-throated Sparrow"
"Northern Cardinal","Blue Jay"
"House Finch","Purple Finch"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","Northern Cardinal"
"European Starling","American Goldfinch"
"European Starling","Hairy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"House Sparrow","Tufted Titmouse"
"Green Jay","Yellow-rumped Warbler"
"Northern Flicker","Lesser Goldfinch"
"House Finch","American Goldfinch"
"Northern Mockingbird","Northern Cardinal"
"White-crowned Sparrow","American Goldfinch"
"Carolina Wren","House Finch"
"White-throated Sparrow","House Finch"
"House Finch","American Goldfinch"
"House Finch","American Goldfinch"
"House Finch","American Goldfinch"
"Downy Woodpecker","House Finch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","Black-capped Chickadee"
"Tufted Titmouse","American Goldfinch"
"Red-bellied Woodpecker","Mourning Dove"
"Blue Jay","Hairy Woodpecker"
"Blue Jay","American Goldfinch"
"European Starling","House Finch"
"European Starling","House Sparrow"
"Great Blue Heron","Mallard"
"European Starling","House Finch"
"European Starling","House Sparrow"
"European Starling","House Sparrow"
"Downy Woodpecker","House Sparrow"
"Eurasian Collared-Dove","California Scrub-Jay"
"Northern Flicker","Downy Woodpecker"
"House Finch","Chestnut-backed Chickadee"
"Hairy Woodpecker","Downy Woodpecker"
"Eurasian Collared-Dove","Curve-billed Thrasher"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","House Sparrow"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"Northern Cardinal","Blue Jay"
"Blue Jay","Northern Cardinal"
"Blue Jay","Evening Grosbeak"
"Red-bellied Woodpecker","Purple Finch"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Sparrow","Carolina Wren"
"Eurasian Collared-Dove","House Finch"
"House Sparrow","Carolina Wren"
"Eurasian Collared-Dove","Mourning Dove"
"House Sparrow","House Finch"
"Eurasian Collared-Dove","House Sparrow"
"Eurasian Collared-Dove","Northern Cardinal"
"Eurasian Collared-Dove","House Sparrow"
"Eurasian Collared-Dove","House Sparrow"
"Eurasian Collared-Dove","Carolina Chickadee"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Eurasian Collared-Dove","Northern Cardinal"
"Blue Jay","Dark-eyed Junco"
"Dark-eyed Junco","American Tree Sparrow"
"Red-bellied Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","Dark-eyed Junco"
"Red-bellied Woodpecker","House Sparrow"
"Eurasian Collared-Dove","House Finch"
"Eurasian Collared-Dove","Carolina Chickadee"
"Eurasian Collared-Dove","Northern Cardinal"
"House Finch","American Goldfinch"
"Eurasian Collared-Dove","American Goldfinch"
"Eurasian Collared-Dove","House Finch"
"House Sparrow","Northern Cardinal"
"Dark-eyed Junco","Tufted Titmouse"
"Mourning Dove","Northern Cardinal"
"House Sparrow","Northern Cardinal"
"House Sparrow","American Goldfinch"
"House Sparrow","House Finch"
"House Sparrow","House Finch"
"Pine Grosbeak","Common Redpoll"
"Downy Woodpecker","White-breasted Nuthatch"
"Northern Cardinal","White-throated Sparrow"
"Red-breasted Nuthatch","Tufted Titmouse"
"Fox Sparrow","Dark-eyed Junco"
"Spotted Towhee","Fox Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","Hairy Woodpecker"
"Northern Cardinal","House Finch"
"Hairy Woodpecker","Downy Woodpecker"
"Northern Cardinal","Chipping Sparrow"
"House Sparrow","Chipping Sparrow"
"House Finch","American Goldfinch"
"Blue Jay","Dark-eyed Junco"
"Red-bellied Woodpecker","Tufted Titmouse"
"Downy Woodpecker","Black-capped Chickadee"
"White-breasted Nuthatch","Black-capped Chickadee"
"Red-bellied Woodpecker","Black-capped Chickadee"
"Blue Jay","House Sparrow"
"Downy Woodpecker","Northern Cardinal"
"House Finch","Northern Cardinal"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Red-bellied Woodpecker","American Goldfinch"
"Hairy Woodpecker","American Goldfinch"
"Tufted Titmouse","Carolina Chickadee"
"European Starling","Baltimore Oriole"
"American Crow","American Goldfinch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"Downy Woodpecker","Dark-eyed Junco"
"White-breasted Nuthatch","American Goldfinch"
"Red-breasted Nuthatch","American Goldfinch"
"Orange-crowned Warbler","Hermit Thrush"
"Black-capped Chickadee","American Goldfinch"
"Orange-crowned Warbler","Yellow-rumped Warbler"
"Purple Finch","American Goldfinch"
"Red-winged Blackbird","American Goldfinch"
"Mourning Dove","Northern Cardinal"
"Gilded Flicker","Anna's Hummingbird"
"Northern Cardinal","House Finch"
"House Finch","Northern Cardinal"
"Common Grackle","Mourning Dove"
"Blue Jay","Northern Cardinal"
"Northern Cardinal","Tufted Titmouse"
"House Finch","Tufted Titmouse"
"Northern Flicker","Downy Woodpecker"
"Northern Flicker","European Starling"
"Lesser Goldfinch","Orange-crowned Warbler"
"House Sparrow","House Finch"
"Steller's Jay","Downy Woodpecker"
"European Starling","California Scrub-Jay"
"European Starling","Downy Woodpecker"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","House Finch"
"Black-billed Magpie","House Finch"
"Black-billed Magpie","Downy Woodpecker"
"Black-billed Magpie","Dark-eyed Junco"
"Blue Jay","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"Yellow-rumped Warbler","Allen's Hummingbird"
"Northern Flicker","Pygmy Nuthatch"
"Downy Woodpecker","Pygmy Nuthatch"
"Northern Cardinal","House Sparrow"
"Pygmy Nuthatch","Downy Woodpecker"
"Song Sparrow","Dark-eyed Junco"
"House Sparrow","Black-capped Chickadee"
"Downy Woodpecker","White-breasted Nuthatch"
"Yellow-rumped Warbler","Dark-eyed Junco"
"Yellow-rumped Warbler","Pygmy Nuthatch"
"Tufted Titmouse","Black-capped Chickadee"
"House Finch","Bushtit"
"Hairy Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","Black-capped Chickadee"
"Blue Jay","House Finch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Tufted Titmouse"
"Northern Cardinal","White-throated Sparrow"
"Tufted Titmouse","White-breasted Nuthatch"
"Song Sparrow","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"House Sparrow","American Goldfinch"
"Red-bellied Woodpecker","House Finch"
"Downy Woodpecker","Northern Cardinal"
"House Finch","House Sparrow"
"Northern Cardinal","House Sparrow"
"Northern Cardinal","House Sparrow"
"Northern Cardinal","House Sparrow"
"Northern Cardinal","House Finch"
"Brown-headed Cowbird","Northern Cardinal"
"House Sparrow","House Finch"
"House Sparrow","House Finch"
"House Sparrow","House Finch"
"Northern Flicker","Black-billed Magpie"
"Brown-headed Cowbird","House Finch"
"Northern Mockingbird","European Starling"
"California Quail","Dark-eyed Junco"
"Northern Flicker","Varied Thrush"
"Steller's Jay","House Finch"
"Black-billed Magpie","American Goldfinch"
"Northern Mockingbird","European Starling"
"Downy Woodpecker","American Goldfinch"
"Northern Cardinal","Tufted Titmouse"
"Yellow-bellied Sapsucker","Carolina Wren"
"Northern Mockingbird","Northern Cardinal"
"Eurasian Collared-Dove","Northern Cardinal"
"White-throated Sparrow","Northern Cardinal"
"Dark-eyed Junco","Black-capped Chickadee"
"White-breasted Nuthatch","Black-capped Chickadee"
"Tufted Titmouse","Carolina Chickadee"
"Dark-eyed Junco","Tufted Titmouse"
"Tufted Titmouse","Carolina Chickadee"
"Northern Cardinal","Carolina Chickadee"
"White-breasted Nuthatch","Carolina Chickadee"
"White-breasted Nuthatch","Tufted Titmouse"
"House Finch","Black-capped Chickadee"
"Tufted Titmouse","White-breasted Nuthatch"
"Tufted Titmouse","Black-capped Chickadee"
"Song Sparrow","Dark-eyed Junco"
"European Starling","Downy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"Golden-crowned Kinglet","Ruby-crowned Kinglet"
"European Starling","House Finch"
"Downy Woodpecker","House Sparrow"
"American Robin","American Goldfinch"
"Downy Woodpecker","American Goldfinch"
"Eastern Bluebird","Northern Mockingbird"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Spotted Towhee","Dark-eyed Junco"
"Red-breasted Nuthatch","Dark-eyed Junco"
"Red-breasted Nuthatch","Chestnut-backed Chickadee"
"European Starling","Eastern Bluebird"
"Blue Jay","Northern Cardinal"
"House Finch","American Goldfinch"
"European Starling","American Goldfinch"
"House Finch","White-breasted Nuthatch"
"House Finch","Tufted Titmouse"
"White-breasted Nuthatch","House Sparrow"
"Spotted Towhee","Dark-eyed Junco"
"House Finch","White-crowned Sparrow"
"Song Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","House Sparrow"
"Golden-crowned Sparrow","White-crowned Sparrow"
"House Sparrow","Black-capped Chickadee"
"Varied Thrush","Dark-eyed Junco"
"Varied Thrush","Golden-crowned Sparrow"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"White-throated Sparrow","Dark-eyed Junco"
"Song Sparrow","House Sparrow"
"House Sparrow","American Goldfinch"
"European Starling","House Finch"
"European Starling","Downy Woodpecker"
"House Finch","Lesser Goldfinch"
"Dark-eyed Junco","Mountain Chickadee"
"Black-billed Magpie","Steller's Jay"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Finch","American Goldfinch"
"Tufted Titmouse","Black-capped Chickadee"
"American Goldfinch","Carolina Chickadee"
"Tufted Titmouse","Carolina Chickadee"
"Northern Cardinal","House Finch"
"Downy Woodpecker","American Goldfinch"
"European Starling","Eastern Bluebird"
"European Starling","House Finch"
"Townsend's Warbler","Bushtit"
"European Starling","Eastern Bluebird"
"House Finch","Red-breasted Nuthatch"
"Yellow-rumped Warbler","Townsend's Warbler"
"Mourning Dove","American Goldfinch"
"Northern Cardinal","Mourning Dove"
"Northern Cardinal","American Goldfinch"
"American Goldfinch","Pine Siskin"
"House Sparrow","Pine Siskin"
"House Finch","Dark-eyed Junco"
"Pileated Woodpecker","Northern Flicker"
"Red-bellied Woodpecker","Downy Woodpecker"
"Northern Cardinal","House Sparrow"
"American Tree Sparrow","House Sparrow"
"Red-bellied Woodpecker","Dark-eyed Junco"
"Downy Woodpecker","Yellow-rumped Warbler"
"American Robin","Eastern Bluebird"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","Purple Finch"
"Dark-eyed Junco","Purple Finch"
"European Starling","Northern Flicker"
"Northern Mockingbird","White-winged Dove"
"White-throated Sparrow","House Sparrow"
"Blue Jay","Northern Cardinal"
"Blue Jay","Red-bellied Woodpecker"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Sparrow"
"House Finch","American Goldfinch"
"House Finch","American Goldfinch"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"House Finch","Northern Cardinal"
"House Finch","Northern Cardinal"
"European Starling","White-breasted Nuthatch"
"Downy Woodpecker","Tufted Titmouse"
"Blue Jay","European Starling"
"Red-bellied Woodpecker","Blue Jay"
"European Starling","Dark-eyed Junco"
"Downy Woodpecker","White-breasted Nuthatch"
"European Starling","Downy Woodpecker"
"Tufted Titmouse","House Finch"
"California Scrub-Jay","Dark-eyed Junco"
"Bewick's Wren","Yellow-rumped Warbler"
"Curve-billed Thrasher","Northern Mockingbird"
"Curve-billed Thrasher","House Finch"
"Curve-billed Thrasher","Abert's Towhee"
"House Finch","Dark-eyed Junco"
"California Towhee","Golden-crowned Sparrow"
"Mourning Dove","California Towhee"
"Great-tailed Grackle","Eurasian Collared-Dove"
"Hairy Woodpecker","Downy Woodpecker"
"Northern Cardinal","House Sparrow"
"European Starling","Field Sparrow"
"House Sparrow","House Finch"
"House Sparrow","House Finch"
"Blue Jay","Northern Cardinal"
"European Starling","House Finch"
"House Finch","American Goldfinch"
"Blue Jay","Dark-eyed Junco"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","House Finch"
"European Starling","Red-bellied Woodpecker"
"Red-bellied Woodpecker","Blue Jay"
"Downy Woodpecker","Dark-eyed Junco"
"American Goldfinch","Pine Siskin"
"Pine Siskin","American Goldfinch"
"Red-bellied Woodpecker","European Starling"
"White-crowned Sparrow","White-throated Sparrow"
